request_id,request
4765,what's the wait at macaroni grill
4766,do i have enough gas to get to buffalo
4767,do a british male accent only
4768,play me some tunes
4769,what's the typical time to eat at red lobster
4770,when is the next day i have off
4771,give me my credit limit
4772,i would like to know your name
4773,i need to switch to the male voice
4774,tell me a fact
4775,give me restaurant reccomendations
4776,how good are the ratings for longhorn steakhouse
4777,can you help me find out how to get a new credit card
4778,please turn the fan on
4779,it looks as though my luggage has been lost
4780,schedule car repairs
4781,say a fun fact about mt everest
4782,how do i request a vacation
4783,what is 63 percent of 145
4784,switch to male british accent
4785,what taxes do i owe
4786,i'd like to go to malaysia so do i need a visa
4787,how many calories are in a donut hole
4788,put a hold on my bank account please
4789,please speed up your speaking pattern
4790,"my card needs replaced, i accidentally scraped it"
4791,can you pair with my phone
4792,diy oil change
4793,what do i do to schedule a meeting
4794,did i put unpacking groceries on my to do list
4795,how far out is flight dl123
4796,can you talk more slowly
4797,i really want to know my todo list again thanks
4798,grab me a new belt on amazon please
4799,just stop talking
4800,check my tires' air levels please
4801,send me an uber now for four people and we are going to appleby's downtown
4802,how do i say you're welcome in chinese
4803,3 of us need to get to union station via uber
4804,is butter a substitute for oil
4805,"i wanted to remember some things, what were they"
4806,say what the meaning of life is
4807,what kind of plugs will i need when i'm in ecuador
4808,use the female voice
4809,tv on turn
4810,is it easy to change the oil in my car
4811,"alexa, connect to the phone now"
4812,how high is the air in my tires
4813,can you tell me the tire pressure in my car
4814,please talk to me in the male british accent
4815,so how busy is the outback steakhouse at 5 pm
4816,i'd like a stop placed on my bank account
4817,inform me how many pounds are in 10 kilos
4818,"what's the method to improve credit score"
4819,connect me with an uber
4820,are any meeting rooms open between 9 and 10
4821,who in the area can inspect my engine light
4822,any good pizza restaurants around here
4823,i do not have cookies so will you order me some more
4824,tell me about the reviews for olive garden
4825,is my order here yet
4826,book a motel in uptown from march 3 to march 4
4827,translate hello to french
4828,play the song that goes like hey jude don't make it bad
4829,how long would i need to wait for a table at ihop right now
4830,do we have good news in the form of vacation approval
4831,what's the caloric content in a bowl of rice crispies with milk
4832,what reminders did i have
4833,what is 60 percent off of 350 dollars
4834,the magnetic strip on my card is scratched up pretty badly from overuse can i get a new one
4835,"ai, stop talking"
4836,what is you name
4837,cancel that last command
4838,what sort of fuel should i use for this car
4839,what's up with my american airline flight will it be on time
4840,what is today's fun fact
4841,what date is tomorrow
4842,please let me know how long it'll be until i reach the sky harbor airport
4843,please play my taylor swift mix
4844,what is showing on my calendar for the 17th of march
4845,what's my daily spending limit
4846,what's a good trivia fact about china
4847,bump some jams
4848,schedule a mechanic
4849,report the card has been torn
4850,"what can i ask you, ai"
4851,how long before i neet to get my oil changed
4852,how do you say hi in french
4853,i was on american airlines flight ab123 out of houston and i can't find my luggage
4854,can you list off 4 star restaurants
4855,how much paid time off do i have
4856,how long will it take me to get to red robin in glendale
4857,how many vacation days do i have remaining
4858,stop it now!
4859,how long will a bus ride take if i'm going to the capitol building
4860,do i have any reminders to look up how to properly do a potato in my microwave
4861,what do the ratings say for black bear diner
4862,create a reminder to pay taxes on monday
4863,can i check my gold rewards card online
4864,call my credit card company and ask can i use my points
4865,i want to hear everything on my todo list
4866,tell me my tax rate
4867,could you check to see if my order has been delivered
4868,locate my package
4869,tell me the number of points on my visa card
4870,the lists of my reminders is what
4871,how do i make you talk faster
4872,what's the name of the day today
4873,what's a good place to go to for food around here
4874,when is the next time i should change my oil
4875,should i get a travel visa for spain
4876,what's the tire pressure of my car
4877,change to a new accent please
4878,i need to know how to change my car's oil
4879,inform me of the calorie content of vanilla ice cream
4880,i need to know what kind of gas i can use on this car
4881,i want to schedule car maintenance
4882,go shopping and order everything on the list
4883,speed up your speech
4884,how many calories are in chocolate ice cream
4885,please turn my fan on
4886,which type of gas should i get
4887,what's my current credit limit
4888,"ai, stop talking"
4889,what kind of questions may i ask you
4890,can you play right above it
4891,are my tires properly inflated with air
4892,can i use butter instead of margarine
4893,does canada require a visa
4894,how many miles is there left to get to sioux falls
4895,what is the next date for which i can get an oil change appointment
4896,please disconnect from my phone
4897,what kind of things do i have to do today
4898,how many cups make a gallon
4899,what's the weather
4900,"how do they say who is your father in german"
4901,i need to pay my bill
4902,show tracking information on my replacement credit card
4903,what is 10 + 20
4904,what is one fun fact
4905,pay my water bill from my checking account
4906,rock playlist please
4907,today's fun fact
4908,tell my bank that i'm going to france
4909,i need an uber to class tonight on the mainline campus
4910,remind me of what i asked you to remember
4911,what are the best family restaurants in charlottesville
4912,i would like you to reserve a conference room for noon tomorrow
4913,do i need a travel visa to visit japan
4914,don't talk anymore
4915,is my luggage lost
4916,do visitors to japan need to use a socket converter
4917,what's 32 degrees fahrenheit in celsisus
4918,whats the most recent status for my virgin air flight
4919,arrange a meeting room for 9am on friday
4920,how long will it take to be seated at macaroni grill
4921,female voice please
4922,i accidentally put my credit card in the shredder
4923,is it okay to switch water for milk
4924,is it raining in sparks
4925,what is one fun fact
4926,is a socket converter necessary if i'm travelling to london
4927,what is 20+ 5
4928,i would like to book a place to stay in phoenix from the 5th to the 9th of march
4929,when must i change oil
4930,tell me about the chase credit card application process
4931,tell me the date
4932,use a different accent
4933,i need a spider fact
4934,are there any good chinese restaurants open right now
4935,my phone is currently lost
4936,what kinds of subjects do you know about
4937,would it be possible to make a pto request for january 15th and 16th
4938,how many of inches of snow did my hometown get last year
4939,how many calories in chicken
4940,what is life's purpose
4941,want to know the weather
4942,go back to the default settings please
4943,change to female voice
4944,what is the derivative of x squared plus 5
4945,las vegas weather today
4946,i need interesting baseball trivia from the nineteen eighties
4947,tv on turn
4948,do you know what the meaning of life is
4949,what day of the month is it
4950,block my chase account asap
4951,do i need a certain amount of points before i can redeem them
4952,what's ten times eight
4953,how busy is zippy around 12 for lunch
4954,connect to my phone for me
4955,i need kilograms to milligrams
4956,what's the weather like today
4957,who has seen my cellphone
4958,you talk to slow
4959,i wanna know how busy denny's is at 5 am
4960,i have credit card points but don't know how to use them
4961,misplaced my phone
4962,what do i have going on on my calendar for march 18th
4963,set reminder for tomorrow to eat
4964,talk faster than that
4965,your name please
4966,what can i ask you
4967,check order number
4968,make arrangements for me to get my oil changed
4969,find instructions for how to change the oil in a 2015 passat
4970,howcan i locate my luggage
4971,reset the factory settings
4972,is there a long wait at chili's around 5:00
4973,what do i do to get cach back for points on my discover card
4974,how much gas is left
4975,can i get an uber for 2 to go to austin
4976,would being late hurt my credit
4977,how do i do an oil change and what type do i use
4978,please give me a reminder
4979,i need an uber for 5 people to go to the statue of liberty
4980,can you tell me what you think the meaning of life is
4981,my card is unusable because it's damaged
4982,tell me my car's tire pressure level
4983,how do i say 'hotel' in finnish
4984,show me the date
4985,can i substitute milk for water
4986,i want to use the cash that my points have earned on my credit card
4987,"when the credit score improve"
4988,how can i change my oil in my car
4989,what kind of fuel does my vehicle run on
4990,"what is the average of 54, 23, 43, 12, and 442"
4991,i need a reminder
4992,"when is the next holiday, please"
4993,how much is alorie intake
4994,did my vacation get approval
4995,do i need an international visa to go to spain
4996,locate my package
4997,let me know what i have to do today
4998,is it necessary to apply for a tourist visa for mexico
4999,stop the process happening now
5000,are my tires low on air
5001,stop the process happening now
5002,can i get to work safely or do i need to stop and get gas
5003,can you reset to factor settings
5004,make a reservation to stay in cali from november 11 to 15
5005,i want to know how the mcdonalds reviews are
5006,how many meters are in 2 inches
5007,"hello, may i get your name"
5008,what is the current tire pressure level in the car
5009,what number of calories are in a pizza
5010,redeem credit card points
5011,i am needing to know your name
5012,can you find out how to report a damaged card
5013,find square root of 453
5014,how many calories are in oreos
5015,would you change your voice to the male british accent for me
5016,does mexico travel require a visa
5017,how are the reviews for spaghetti at the olive garden
5018,i'd like you to talk faster
5019,i am currently out of q tips and need more ordered right away
5020,i'd like to me told the meaning of life
5021,where the bleep did i put my bleeping phone
5022,do you know whom i should contact since my luggage did not arrive
5023,how many calories are in cake
5024,what's the limit for my credit
5025,do i have any remaining pto days
5026,how high is my credit limit for my old navy card
5027,i need your help finding my lost phone
5028,what kind of oil should i use for my current car
5029,i need to replace a card that my daughter spilled juice on
5030,please do a stop on my bank account
5031,how much pto have i accrued
5032,do i have any calendars set for may 12th
5033,how would i say how are you today if i were mexican
5034,the intake of calories it it bad
5035,show me a calendar
5036,what are the things that i wanted to keep in mind
5037,i don't want you connected to my phone anymore
5038,can i use my points to pay my credit card
5039,how are the donuts reviews at tgi
5040,how can i cash in rewards on my chase card
5041,how can i schedule a vacation request
5042,can i get a car to the baseball field for 12
5043,how can i rehabilitate my poor credit score
5044,where would i find my luggage
5045,pair with my phone please
5046,is make a hair appointment on my todo list right now
5047,meeting room availability from 8:00 please
5048,what day is our next free day
5049,whats 5 feet in inches
5050,what should i call you
5051,i've notified my bank that i'm in mexico from august 1 to august 5
5052,"i cracked my card, order a new one"
5053,can you assist me in paying my electric bill
5054,air amount in tires
5055,"where is improve the credit score"
5056,do you know where the luggage for people on panam flight ab123 out of tuscon is
5057,are the items on my todo list listed alphabetically
5058,i'm i okayed for vacation time
5059,is it possible to speed up of your replies
5060,how much paid time off do i have saved
5061,what's ten times eight
5062,what do i do to stop my credit score from going lower
5063,can you tell me my spending limit
5064,i need to request pto for march 2 and 3
5065,where should i go for good thai food in las vegas
5066,tv on turn
5067,how do i activate you
5068,what's the fuel level
5069,can i use baking powder instead of baking soda
5070,change to the female voice
5071,is my tire pressure okay on my car
5072,how many vacation hours have i accrued
5073,cancel that last thing
5074,my phone isn't where i left it
5075,how long does it take to get to outback in atlanta
5076,how much gas do you have will you make it to jackson
5077,what kind of plug does the country use
5078,for the holidays when is the next one we do here
5079,how much do i have available on my visa card
5080,how low is the pressure in my tires
5081,start over using factory setting
5082,"my car's tires are due to be looked at, can you help me get an appointment for that"
5083,how's my amazon order doing
5084,i want to know the status of my day off request
5085,tell me what is the purpose of life
5086,"ai, stop talking"
5087,set all doors to locked
5088,what type of plugs do they use in london
5089,"how would i say, 'i don't know the answer' in spanish"
5090,is the mexican place crowded at night
5091,i wanna buy a pair of shoes online now
5092,what steps can i take to build my credit score
5093,play hey jude
5094,can you explain to me how i might boost my credit score
5095,find a hotel with great reviews in san francisco
5096,i need to swap salt for baking soda
5097,when will me new card arrive
5098,how many holiday days do i have left to use
5099,how soon will me package arrive
5100,what is 38% of 389209
5101,do i need a visa to get into canada later this year
5102,give me instructions on how to change the oil in my car
5103,does my life have meaning
5104,disconnect from my phone for me
5105,how much vacation time have i earned
5106,what were the reminders that i made
5107,what is 34 times 80908
5108,what is 13 times 57
5109,what is 20 + 20
5110,did you get confirmation my vacation is a go
5111,i was on delta flight ab123 out of new york and haven't been able to locate my luggage
5112,please let me know if giving the dog a bath is on my list of tasks to complete
5113,meaning of life is
5114,return to your original settings
5115,could you please reorder me some lysol
5116,translate hello to french
5117,i would like to know the types of subjects are you familiar with
5118,dog in spanish
5119,which mechanic can check my check engine light
5120,"can you help me find my phone, please"
5121,what is the status of my vacation time request
5122,do i have enough gas in the fuel tank
5123,can i use pepper instead of salt
5124,i need to set up a reminder for myself
5125,is my order on its way or what's going on
5126,i need you to change your accent to the male british one
5127,give me the date
5128,"could you cancel that request, please"
5129,is there really a meaning of life
5130,what do the plugs look like in japan
5131,will it freeze tonight
5132,instruct me what to do
5133,what do i have to do on march 2 that's on my calendar
5134,what kind of gas does this car take
5135,do i need a visa if i go there
5136,are my tire's air pressure good enough to drive on
5137,start my vehicle
5138,could you tell me what the status of my day off request is
5139,on the tv
5140,what's the purpose of existence
5141,you need to shut it
5142,tell my bank's fraud department i'm going to mexico
5143,how can i ensure my credit score doesn't drop
5144,would it be possible to replace the salt with baking soda
5145,how much paid time off have i earned to date
5146,tell me something interesting about sperm whales
5147,can you play the rock playlist
5148,stop talking please
5149,order more bread please
5150,who has seen my cellphone
5151,how many calories are found in bagels
5152,gas type needed for this car
5153,pay my electric bill from my park bank account
5154,inform my bank i'm seeing italy
5155,do i have a day off coming up soon
5156,what plug type does russia use
5157,where was my package last at
5158,could you schedule a meeting with john smith at 1 pm tomorrow
5159,on turn tv
5160,what can i do if i lost my luggage
5161,schedule a mechanic
5162,what gas does the car need
5163,please translate grocery into french for me
5164,can you recommend an indian restaurant
5165,what's the current weather situation for tallahassee
5166,how long before the replacement card is mailed to me
5167,look up the status of the order i placed online
5168,i no longer want you to be synced to my phone
5169,communicate trivia about lebron james
5170,may i take a pto on february 7 and 8
5171,remind me to call my mother saturday morning
5172,tell me the points on my delta rewards card
5173,please connect with my phone
5174,let's go through my to do list items please
5175,i need to get a mastercard somehow
5176,what amount of time would it take me to reach the university by bus
5177,can you see how many calories are in cream of mushroom soup
5178,what events do i have going on on march 11th
5179,what name do you answer to
5180,do a hard reset
5181,can you turn off the process
5182,what kind of gas can i put into this car
5183,what number of days do i have for vacation
5184,what's on the calendar for march 4th
5185,how do i inform my bank i'm going to paris
5186,should i get a visa before going to cancun
5187,what is 13 times 45
5188,how do i handle the situation if i lost my luggage
5189,do i need a visa to go to colombia
5190,"an atm ate my card, how do i report it"
5191,let me know what subjects you comprehend well
5192,should i bring a converter to barcelona
5193,i need to apply for a bank of america travel rewards credit card
5194,could you tell me how many pto days do i have left
5195,place my order alexa
5196,don't let payments go through using my bank account
5197,please order some more pepsi
5198,is my vacation approved yet
5199,when will you send me a replacement card
5200,is my daughter's birthday on my calendar
5201,your name please
5202,don't do this process
5203,i need to know today's forecast
5204,what do i owe in federal taxes
5205,how would i apply for an american express
5206,my bank needs to know that i will be traveling to spain soon
5207,i need to take out the trash please remind me
5208,can i sub bacon for ham
5209,the date tomorrow is what
5210,stop my account activity
5211,contact uber and have them pick me up
5212,how many days of vacation have i saved
5213,i've just run out of butter and need you to order me some more
5214,please stop doing that
5215,tell me what ten pounds in kilos is
5216,set the temperaure to 71
5217,how can i increase my credit score
5218,i would like to know flight dl123's status
5219,has my order been shipped
5220,can you find a keto friendly restaurant
5221,what date is it
5222,"restore your original settings, please"
5223,use one of your male voices
5224,when does my flight arrive
5225,i need to know my phone's location
5226,i gotta know the meaning of life
5227,what is 20 times 20 times 30
5228,i'd like my account frozen
5229,how much gas is in my gas tank
5230,how can i make my credit score better
5231,go ahead and reset your factory settings
5232,could you share what my current credit limit is
5233,i must know what is currently on my calendar for friday the 1st
5234,i am going to travel to mexico soon; do i need to get a visa
5235,what is the weather like tomorrow
5236,what is 38% of 389209
5237,go back the the settings you had originally
5238,play some music for me
5239,what's the damage on my federal tax return
5240,help me schedule maintenance for my car
5241,i want to hear beatles music
5242,"can you tell me what 30% off 279 is, please"
5243,i can't locate my phone
5244,switch to british male accent
5245,what kind of gas should i put into this car
5246,cash in my credit card points
5247,what's the weather like right now
5248,do you need a special outlet converter in sweden
5249,what do my pto days amount to
5250,pay a bribe using my money market account
5251,"that's enough, don't say anymore please"
5252,can you tell me the status of my delta flight
5253,how do i change the speed of your voice
5254,what is today
5255,can you let me know how many pto days do i have left
5256,what's my flight's eta
5257,clear all settings in a reset
5258,costa mesa weather
5259,i wonder if it would be possible to switch from apples to grapes
5260,play music by ludacris
5261,"what day is our next free day on the calendar, please"
5262,i want to report a broken card
5263,please tell my bank i'll be in anchorage this week
5264,i'll be travelling to russia from april 1 through april 20 and need my financial institute apprised of it
5265,my utility bill is coming due and i need a loan
5266,can i switch cream with milk in a recipe
5267,how much do i owe the irs
5268,tell my bank i'm in canada the entire week of the 6th to the 13th
5269,what's 47 times 83
5270,is taking out the trash on my to do list
5271,how do you report a burned debit card
5272,how is the temperature at ac
5273,please order me a 7lb bag of world's best cat litter from targetcom
5274,engage all the door locks
5275,what is behind life's meaning
5276,"15 days from today, what will the date be"
5277,play rock playlist
5278,can you tell me what the next holiday is
5279,what is the quickest way to get a new card
5280,look up the type of gas needed for this vehicle
5281,what's the number of calories in a coke
5282,can put fan on
5283,help me a great hotel in vegas for this weekend
5284,a bowl of cheerios with milk has how many calories
5285,i would love it if you could put a stop on my bank account
5286,do i have to get an international visa before they'll let me in melbourne
5287,i want to restore your factory settings
5288,how do you convert inches to centimeters
5289,do you know any fun facts about the ocean
5290,reset to default settings please
5291,what's the amount of air in my tires right now
5292,inform my bank i'm traveling to australia between february 23rd to february 25th
5293,"if a recipe calls for sour cream, can i use yogurt"
5294,i wish to know my debit card's rewards balance
5295,can put fan on
5296,make a pto request from april 2 to april 4
5297,what is the scheduled arrival time for my flight
5298,could you please reset your factory settings
5299,who do i contact for lost luggage
5300,how are the fried chicken at zippys
5301,give me a fun fact about koala
5302,"speak more quickly, please"
5303,book me a hotel in new york near the empire state building from marc 2nd to 4th
5304,what name should i use for you
5305,what restaurants are pet friendly near here
5306,what kind of gas is required for this car
5307,any new restaurants near the mall
5308,are you able to remind me about something
5309,can you tell me if my last amazon order is coming today
5310,my card is broken
5311,rock music playlist
5312,purchase me dog food
5313,"my card snapped, can you tell my bank to send a replacement"
5314,was the order delivered
5315,tell me how to check rewards on my american express card
5316,what time can i expect to be seated at this restaurant
5317,what is amount of time it takes to get a new credit card i lost mine recently
5318,when will my vacation get okayed
5319,play some rock
5320,how much do i need to pay in tax
5321,i need to know the status of my alaska air flight
5322,how many minutes am i from texaco
5323,"what do i have to do tomorrow, according to my to-do list"
5324,read my list of reminders to me
5325,i'm out of paper plates so will you order me some more
5326,i need a hotel between january 1st through 3rd in jacksonville near the stadium
5327,what is my kohls card's rewards balance
5328,refrain from talking
5329,what's the date tomorrow
5330,can you help me with anything i need
5331,give me a cool fact about puppies
5332,can you do algebra
5333,i am requesting pto for march 2 and 3
5334,how long is the shipping for my replacement card
5335,please unsync my phone
5336,what is the recommended time frame to change my oil
5337,put on lights
5338,how do i get my rewards from my visa card
5339,is the request for vacation i filed with my manager at intel approved yet
5340,help with credit card points
5341,is it ok to sub sugar for salt
5342,how many calories are in chicken breast
5343,can you please talk slower
5344,do i have to have a visa to go to the cayman islands
5345,i just flew in on american airlines flight ab123 from chicago and can't find my luggage
5346,restore your original settings
5347,tell me what's on my reminder list
5348,i need to know if my vacation was approved
5349,can i request pto from march 9-16
5350,help me figure out my state taxes
5351,can you get me simple instructions on how to do an oil change
5352,i'm traveling to london soon and want to inform my bank
5353,what will my federal tax return be
5354,is kaya busy around 5 pm
5355,list me some good vietnamese restaurants in new york city
5356,are the reviews for ned's good
5357,what is the plug type in france
5358,does boston restaurant have favorable reviews
5359,please help me in finding my phone
5360,whats the update on flight dl123
5361,what do i have on my calendar for march 2
5362,please check the amount of gas i have
5363,slow down your voice
5364,go back to default settings
5365,what's the best place for some thai in new york city
5366,i want an uber for one person to go to bank of america
5367,my phone is currently lost
5368,have any cool facts on reptiles
5369,"what is tomorrow's date, please"
5370,what is my bank of america card's rewards balance
5371,share with me a fun fact about outer space
5372,i want you to speak more slowly to me
5373,do i need to get a visa for traveling to chile
5374,what's the typical lag time in receiving a new credit card when your previous one was lost
5375,do i have anything on my calendar for march 2nd
5376,i want to hear satisfaction
5377,do you know any trivia about ostriches
5378,application for a mastercard
5379,can you see if my order was delivered
5380,is flight dl123 delayed
5381,would it be a problem to sub chips instead of fries
5382,you got to go back to factory settings now
5383,how many calories are in a burger
5384,what is on my to do list
5385,would tio's be crowded at 7
5386,has ruby tuesday got good reviews
5387,how much petrol do i have
5388,"my luggage is nowhere in sight, it might be lost"
5389,may you stop a paymet on my account
5390,i want to report my damaged card i accidentally cut it up thinking it was my expired card
5391,"do i still have any pto days left, and if so, how many"
5392,corner of my credit card is chipped off
5393,i need to obtain and uber
5394,can you please put a stop on my bank account
5395,how far from our destination are we
5396,would you know where to find my phone
5397,ai stop talking
5398,"how much do i pay in taxes, please"
5399,ai stop talking
5400,create for me a pto request for march 16-21
5401,tell me where my phone is
5402,vacation request please
5403,what are my tax costs
5404,get my entire shopping list ordered
5405,i need you to make a reminder for me to give the cat her flea medicine
5406,put on lights
5407,can you book me a place to stay in pittsburgh from monday to friday
5408,can you order an iphone7 for me with two-day free delivery
5409,where can i find measurement conversions
5410,how can i build credit
5411,"is it snowing right now in richmond, va"
5412,how many calories are in mashed potatoes
5413,do i have get an oil change on my todo list
5414,would you freeze my bank account
5415,i need to go downtown with 2 people; can you get me an uber
5416,are you familiar with any types of subjects
5417,how do i change my oil
5418,what's the temperature outside
5419,what day will it be in fourteen days
5420,can i have your name please
5421,when should i change this oil
5422,what amount of tax should i pay
5423,tell me my phone's location
5424,tell me the next holiday
5425,should i schedule a car maintenance
5426,can you play some music by the beatles for me
5427,my bank needs to know about my traveling to georgia in europe
5428,where would i get my rewards for my master card
5429,tell me my car's tire pressure
5430,what's your designation
5431,do you know how much i pay in taxes
5432,tell me something interesting about los angeles
5433,does mexico require an international visa
5434,tell me something cool about elephants
5435,please speak slower
5436,freeze my bank account
5437,get me an uber to chilis
5438,where can i get gas to get to sioux falls
5439,i need to change my account
5440,read my to-do list to me
5441,how to cancel
5442,please tell me trivia about hamburgers
5443,is there a room big enough for 10 people from monday to tuesday in manhattan
5444,how busy is orchids at 7
5445,please tell me if there's been any word on my vacation request
5446,please start my car
5447,no more talking
5448,what date is it tomorrow
5449,has my supervisor approved my vacation
5450,are there any tornadoes coming soon
5451,what type of gas does my car use
5452,is there meaning to life
5453,what are my mastercard points good for
5454,what's the calorie info for 2 cups of regular chex mix
5455,"i need you to order some more lysol for me,please"
5456,what rewards does my gold card get
5457,how can i prevent my credit score from dropping
5458,could you book me an appointment for an oil change
5459,change to the females voice please
5460,what is 1 fifth times 2 fifths
5461,how is hello said in french
5462,how many calories are in a ghirardelli sea salt caramel candy
5463,how much tax do i pay
5464,tell me some trivia about birds
5465,what is the day off request status
5466,i would like to get an uber to the movies
5467,can i substitute ginger for garlic
5468,"tell me what things i need to accomplish per my to do list, please"
5469,reset to default settings
5470,tell me a neat fact about the ocean
5471,can you help me do math
5472,how does one say thank you in spanish
5473,can i use almond milk instead of rice milk
5474,i need you to tell me the meaning of life
5475,are socket converters something i need to bring if going to australia
5476,check my reminders for mop the floor
5477,"if i go to columbia, will i need a visa"
5478,i would like to set a reminder to bring the plants in tonight
5479,"i need to tell my bank i am, indeed, going to be in london in a few hours"
5480,what's the timeline on replacing a stolen credit card
5481,what name should i use when i call you
5482,what is 4 x 4
5483,what is 89 divided by 3
5484,"i want to keep my credit from going down, how do i do this"
5485,start the dishwasher
5486,play the song called baby shark
5487,i wanna book a place to stay in phoenix from the 5th to the 9th of march
5488,how much air pressure is in my tires
5489,what's 15% of 68
5490,when should i change my oil next
5491,can you tell me your name
5492,please pair my phone
5493,i would like to find out how to cash out cred card points
5494,vacation request please
5495,give me some feedback about the pasta at piada please
5496,weather in costa mesa
5497,how busy is imanas at 6
5498,i need to know how to schedule a meeting
5499,how much vacation am i currently entitled to
5500,do you have any restaurant recommendations
5501,i gotta know my car;s tire pressure
5502,return to factory default
5503,i need to know if i need a visa to travel to el salvador
5504,can i get to work on my fuel tank
5505,recite my to do list
5506,can you tell me your name
5507,what did i want to remember
5508,i seem to have lost my luggage! what are my options now
5509,what is spanish for good morning
5510,please talk slower for me if you can
5511,tell me the date 5 days from now
5512,when is my car's next oil change supposed to be
5513,do i have anything scheduled for thursday the 14th
5514,help me get an uber
5515,how much is my credit limit
5516,what's on the reminder list
5517,what's 47 times 83
5518,i lost my luggage
5519,"ai, what can i call you"
5520,"i want to redeem points on my chase card, but how"
5521,are people recommending the donuts at tgi
5522,i'd like to pay my bill
5523,tell me some good mexican restaurants in dallas
5524,what is the meaning of my life
5525,please reconfigure yourself back to factory settings
5526,how long is the drive from sfo to fisherman's wharf
5527,what are you called
5528,please cancel your present task
5529,how long does it take to get to the mall in las vegas
5530,what time is boarding scheduled
5531,i can't use my broken card
5532,what's up with my order
5533,how do i obtain the cash for the rewards on my hy-vee card
5534,do you know how to say where is the restroom in french
5535,i need kilograms to milligrams
5536,can i please get the status my order
5537,electrical plugs used in that country
5538,could you help me locate my phone
5539,how can i check my credit card limit
5540,please tell me the status of my last online order from walmart
5541,what is my tax burden
5542,i desire to apply for a bank of america travel rewards credit card
5543,can you show me how to change the oil in my car
5544,what is 22+ 6
5545,do i need a visa to travel outside of the us
5546,did i put cutting the grass on my todo list
5547,i would like to know the next holiday
5548,i would love to redeem some smart speakers with my credit card points
5549,does my tv need a socket conveter in ny city
5550,set a reminder for me to let the plumber in tomorrow
5551,do i have enough points on my starbucks card yet
5552,"make an uber reservation to the ymca, center city, philadelphia, please"
5553,oil changes are typical done how often
5554,"since i am traveling to asia, i need to inform the bank"
5555,"i'm going to paris soon and want to let my bank know, how do i do that"
5556,bump some jams
5557,weather forecast please
5558,tell me the weather
5559,do my task list have call kath on it
5560,change to factory settings
5561,tell me some something trivia
5562,can you tell me where flight dl123 is
5563,what steps should i take if i want to request vacation
5564,tell me when my flight will land
5565,help me pay my electric bill
5566,can i modify the apples for grapes
5567,can i use dark brown sugar instead of brown sugar
5568,would you freeze my bank account
5569,can you set a reminder for me
5570,is my calendar free next sunday
5571,how many vacation days do i have at my disposal
5572,do you know where my phone is
5573,transfer my cash reward balance to my bank
5574,can you permanently talk faster
5575,is my gas tank full
5576,what is my spending limit on my chase sapphire card
5577,what kind of gas should i use for this car
5578,what is the ai's name
5579,what is the square root of 8814
5580,what is the date tomorrow
5581,tell me the subjects you're aware of
5582,"utilizing an automobile known as a bus, how long will it take to get to detroit"
5583,i ordered new sheets online when will they arrive
5584,tell me how to redeem my credit card points
5585,how do i speed up the speech of this ai
5586,whats lifes meaning exactly
5587,slow down your talking too fast i don't understand you
5588,is there a way to tell when i need my oil changed
5589,i broke my card
5590,could you submit a pto request for me from dates oct thirty to nov second
5591,what kind of gasoline can this car take
5592,change to female voice
5593,will it freeze tonight
5594,what do my state taxes amount to
5595,list my to-do list
5596,what items are on my list of to-dos
5597,let me bank know i will be in brazil from june 1st to july 1st
5598,can you play the song that goes doo doo doo
5599,your name please
5600,tell me my visa limit
5601,can i ask you all different types of questions
5602,i can't use my card because it is broken
5603,tell me flight dl123's statud
5604,i need a pto request put in for the weekend of june 1st to june 2nd
5605,i need to know what the meaning of life is now
5606,who is knocking
5607,revert back to your factory settings
5608,what would you be able to do with me
5609,when will i get my replacement card
5610,what do i do if my luggage is lost
5611,who should i apply for a credit card for
5612,what does x's music sound like
5613,make a pto request from dates may 3 to 9
5614,check my to do list to see if jewelry repair is listed
5615,"my luggage is lost,what do i do now"
5616,can you let me know the next open slot for me to get my oil changed
5617,track my order
5618,is studying for the chem exam on my todo list
5619,start my vehicle
5620,stop the process
5621,how we stop my account
5622,what reviews does miyabi have
5623,how do i use reward for my first hawaiian bank
5624,i'd like to request a vacation
5625,how would i say i need directions if i were french
5626,change settings to how they were originally
5627,secure the doors
5628,how do you say hello in french
5629,play some rock
5630,"what do i have on my calendar today, the 3rd"
5631,please change to the female voice
5632,place an order for bread
5633,can i swap yogurt for sour cream
5634,has my vacation time been approved
5635,how can i look at rewards for my amex card
5636,my bags didn't make it to the new orleans airport
5637,i'm traveling to fresnosoon and want to inform my bank
5638,"what's the point of life, anyways"
5639,please make a reminder
5640,can you switch off
5641,whats the latest on flight dl123
5642,how many points have i earned with my paypal credit card so far
5643,oops cancel that
5644,the temperature at ac is what
5645,can you check when i'm next due for an oil change
5646,"after losing a credit card, how long does it take to get a new one"
5647,"let my bank know that i'll be in moscow, russia"
5648,is it raining
5649,how would one say cruiser in china
5650,how much do i pay in tax
5651,what is 78 times 81 minus 5
5652,how long's it take to get to the panera downtown
5653,how do i use my card reward points for my next flight
5654,please check the pressure in my tires
5655,tell me my gas tank levels
5656,"which could be improve the credit score"
5657,pull up ways to lower credit score
5658,how many calories would i estimate for fettuccine alfredo
5659,i need an update on my online order from nespresso
5660,does my calendar show anything for thursday the 14th
5661,what's it doing outside right now
5662,is it a short time before i receive my new credit card
5663,what lowers you credit score
5664,track my package please
5665,pay a bill!
5666,what do i currently pay in taxes
